"","location_name","data_date","submitted_date","Province","District","malaria_rdt_0-4","malaria_rdt_5-14","malaria_rdt_15","malaria_tot","newid"
"1437","Facility 20",2020-07-23,2020-07-25,"North","Barnard",0,0,2,2,20
"1438","Facility 20",2020-07-22,2020-07-25,"North","Barnard",9,2,16,27,20
"1439","Facility 58",2020-07-18,2020-07-25,"North","Spring",8,6,70,84,58
"1440","Facility 58",2020-07-17,2020-07-25,"North","Spring",23,0,5,28,58
"1441","Facility 58",2020-07-16,2020-07-25,"North","Spring",16,0,17,33,58
"1442","Facility 58",2020-07-15,2020-07-25,"North","Spring",16,15,50,81,58
"1443","Facility 58",2020-07-14,2020-07-25,"North","Spring",11,28,30,69,58
"1444","Facility 29",2020-07-24,2020-07-25,"North","Dingo",4,2,7,13,29
"1445","Facility 33",2020-07-23,2020-07-25,"North","Barnard",0,1,1,2,33
"1446","Facility 33",2020-07-22,2020-07-25,"North","Barnard",2,4,10,16,33
"1447","Facility 1",2020-07-24,2020-07-25,"North","Spring",0,0,0,0,1
"1448","Facility 1",2020-07-23,2020-07-25,"North","Spring",32,5,26,63,1
"1449","Facility 1",2020-07-22,2020-07-25,"North","Spring",27,15,39,81,1
"1450","Facility 22",2020-07-24,2020-07-25,"North","Bolo",0,0,1,1,22
"1451","Facility 42",2020-07-23,2020-07-25,"North","Dingo",13,5,13,31,42
"1452","Facility 22",2020-07-23,2020-07-25,"North","Bolo",0,0,1,1,22
"1453","Facility 6",2020-07-23,2020-07-25,"North","Dingo",2,5,2,9,6
"1454","Facility 21",2020-07-25,2020-07-25,"North","Bolo",19,11,2,32,21
"1455","Facility 45",2020-07-24,2020-07-25,"North","Barnard",138,84,35,257,45
"1456","Facility 6",2020-07-22,2020-07-25,"North","Dingo",9,5,7,21,6
"1457","Facility 60",2020-07-24,2020-07-25,"North","Bolo",0,0,0,0,60
"1458","Facility 6",2020-07-21,2020-07-25,"North","Dingo",10,3,15,28,6
"1459","Facility 13",2020-07-24,2020-07-25,"North","Bolo",0,0,0,0,13
"1460","Facility 13",2020-07-23,2020-07-25,"North","Bolo",0,0,0,0,13
"1461","Facility 12",2020-07-24,2020-07-25,"North","Dingo",39,87,111,237,12
"1462","Facility 12",2020-07-24,2020-07-25,"North","Dingo",39,87,111,237,12
"1463","Facility 53",2020-07-24,2020-07-25,"North","Bolo",0,0,0,0,53
"1464","Facility 53",2020-07-23,2020-07-25,"North","Bolo",0,0,0,0,53
"1465","Facility 53",2020-07-22,2020-07-25,"North","Bolo",11,2,15,28,53
"1466","Facility 23",2020-07-24,2020-07-25,"North","Dingo",0,0,0,0,23
"1467","Facility 23",2020-07-23,2020-07-25,"North","Dingo",0,0,0,0,23
"1468","Facility 23",2020-07-22,2020-07-25,"North","Dingo",12,1,13,26,23
"1469","Facility 31",2020-07-22,2020-07-25,"North","Dingo",11,21,18,50,31
"1470","Facility 31",2020-07-21,2020-07-25,"North","Dingo",13,7,13,33,31
"1471","Facility 40",2020-07-24,2020-07-25,"North","Barnard",0,0,0,0,40
"1472","Facility 16",2020-07-24,2020-07-25,"North","Barnard",1,0,5,6,16
"1473","Facility 23",2020-07-21,2020-07-25,"North","Dingo",21,2,22,45,23
"1474","Facility 15",2020-07-25,2020-07-25,"North","Barnard",1,4,9,14,15
"1475","Facility 25",2020-07-24,2020-07-25,"North","Bolo",0,0,0,0,25
"1476","Facility 25",2020-07-23,2020-07-25,"North","Bolo",0,0,0,0,25
"1477","Facility 7",2020-07-24,2020-07-25,"North","Spring",0,0,0,0,7
"1478","Facility 7",2020-07-23,2020-07-25,"North","Spring",5,7,12,24,7
"1479","Facility 7",2020-07-22,2020-07-25,"North","Spring",12,2,23,37,7
"1480","Facility 7",2020-07-21,2020-07-25,"North","Spring",12,7,23,42,7
"1481","Facility 7",2020-07-20,2020-07-25,"North","Spring",13,8,20,41,7
"1482","Facility 25",2020-07-22,2020-07-25,"North","Bolo",1,2,3,6,25
"1483","Facility 55",2020-07-24,2020-07-25,"North","Bolo",1,0,4,5,55
"1484","Facility 55",2020-07-23,2020-07-25,"North","Bolo",16,7,14,37,55
"1485","Facility 3",2020-07-25,2020-07-25,"North","Dingo",0,0,0,0,3
"1486","Facility 26",2020-07-24,2020-07-25,"North","Bolo",0,0,0,0,26
"1487","Facility 23",2020-07-20,2020-07-25,"North","Dingo",24,1,13,38,23
"1488","Facility 25",2020-07-21,2020-07-25,"North","Bolo",7,1,6,14,25
"1489","Facility 48",2020-07-24,2020-07-25,"North","Dingo",0,0,0,0,48
"1490","Facility 48",2020-07-23,2020-07-25,"North","Dingo",0,0,0,0,48
"1491","Facility 48",2020-07-22,2020-07-25,"North","Dingo",0,0,0,0,48
"1492","Facility 27",2020-07-24,2020-07-25,"North","Spring",0,0,0,0,27
"1493","Facility 41",2020-07-24,2020-07-25,"North","Barnard",4,5,20,29,41
"1494","Facility 32",2020-07-24,2020-07-24,"North","Spring",0,0,0,0,32
"1495","Facility 34",2020-07-24,2020-07-24,"North","Dingo",0,0,0,0,34
"1496","Facility 40",2020-07-23,2020-07-24,"North","Barnard",0,0,0,0,40
"1497","Facility 36",2020-07-24,2020-07-24,"North","Dingo",0,0,0,0,36
"1498","Facility 47",2020-07-23,2020-07-24,"North","Barnard",6,4,9,19,47
"1499","Facility 47",2020-07-22,2020-07-24,"North","Barnard",56,22,8,86,47
"1500","Facility 50",2020-07-23,2020-07-24,"North","Spring",24,20,35,79,50
"1501","Facility 50",2020-07-22,2020-07-24,"North","Spring",60,18,51,129,50
"1502","Facility 50",2020-07-21,2020-07-24,"North","Spring",28,18,42,88,50
"1503","Facility 50",2020-07-20,2020-07-24,"North","Spring",42,33,49,124,50
"1504","Facility 50",2020-07-19,2020-07-24,"North","Spring",45,36,59,140,50
"1505","Facility 26",2020-07-23,2020-07-24,"North","Bolo",0,0,0,0,26
"1506","Facility 3",2020-07-24,2020-07-24,"North","Dingo",0,0,0,0,3
"1507","Facility 21",2020-07-24,2020-07-24,"North","Bolo",15,5,3,23,21
"1508","Facility 29",2020-07-23,2020-07-24,"North","Dingo",4,9,5,18,29
"1509","Facility 9",2020-07-23,2020-07-24,"North","Spring",13,7,13,33,9
"1510","Facility 16",2020-07-23,2020-07-24,"North","Barnard",21,25,12,58,16
"1511","Facility 18",2020-07-24,2020-07-24,"North","Bolo",0,0,0,0,18
"1512","Facility 24",2020-07-23,2020-07-24,"North","Bolo",18,12,45,75,24
"1513","Facility 15",2020-07-24,2020-07-24,"North","Barnard",3,5,10,18,15
"1514","Facility 36",2020-07-23,2020-07-23,"North","Dingo",0,0,0,0,36
"1515","Facility 9",2020-07-22,2020-07-23,"North","Spring",7,2,22,31,9
"1516","Facility 38",2020-07-22,2020-07-23,"North","Bolo",16,3,18,37,38
"1517","Facility 34",2020-07-23,2020-07-23,"North","Dingo",0,0,0,0,34
"1518","Facility 49",2020-07-22,2020-07-23,"North","Dingo",36,49,31,116,49
"1519","Facility 8",2020-07-23,2020-07-23,"North","Bolo",0,0,0,0,8
"1520","Facility 8",2020-07-22,2020-07-23,"North","Bolo",3,2,17,22,8
"1521","Facility 16",2020-07-22,2020-07-23,"North","Barnard",2,1,12,15,16
"1522","Facility 24",2020-07-22,2020-07-23,"North","Bolo",3,10,23,36,24
"1523","Facility 18",2020-07-23,2020-07-23,"North","Bolo",0,0,0,0,18
"1524","Facility 21",2020-07-23,2020-07-23,"North","Bolo",17,10,5,32,21
"1525","Facility 18",2020-07-22,2020-07-23,"North","Bolo",3,0,7,10,18
"1526","Facility 29",2020-07-22,2020-07-23,"North","Dingo",16,14,45,75,29
"1527","Facility 15",2020-07-23,2020-07-23,"North","Barnard",17,3,24,44,15
"1528","Facility 12",2020-07-22,2020-07-23,"North","Dingo",31,30,77,138,12
"1529","Facility 13",2020-07-22,2020-07-23,"North","Bolo",0,0,0,0,13
"1530","Facility 27",2020-07-23,2020-07-23,"North","Spring",0,0,0,0,27
"1531","Facility 55",2020-07-22,2020-07-23,"North","Bolo",29,5,12,46,55
"1532","Facility 27",2020-07-21,2020-07-23,"North","Spring",4,6,5,15,27
"1533","Facility 26",2020-07-22,2020-07-23,"North","Bolo",2,0,10,12,26
"1534","Facility 40",2020-07-22,2020-07-23,"North","Barnard",20,9,9,38,40
"1535","Facility 41",2020-07-22,2020-07-23,"North","Barnard",18,12,10,40,41
"1536","Facility 3",2020-07-23,2020-07-23,"North","Dingo",8,7,13,28,3
"1537","Facility 1",2020-07-21,2020-07-22,"North","Spring",0,0,0,0,1
"1538","Facility 36",2020-07-22,2020-07-22,"North","Dingo",9,4,8,21,36
"1539","Facility 57",2020-07-22,2020-07-22,"North","Barnard",6,9,23,38,57
"1540","Facility 22",2020-07-22,2020-07-22,"North","Bolo",10,2,6,18,22
"1541","Facility 6",2020-07-20,2020-07-22,"North","Dingo",17,10,20,47,6
"1542","Facility 6",2020-07-19,2020-07-22,"North","Dingo",14,5,33,52,6
"1543","Facility 34",2020-07-22,2020-07-22,"North","Dingo",8,9,15,32,34
"1544","Facility 25",2020-07-20,2020-07-22,"North","Bolo",5,1,13,19,25
"1545","Facility 25",2020-07-19,2020-07-22,"North","Bolo",5,2,5,12,25
"1546","Facility 19",2020-07-21,2020-07-22,"North","Bolo",5,1,19,25,19
"1547","Facility 4",2020-07-22,2020-07-22,"North","Bolo",6,1,8,15,4
"1548","Facility 47",2020-07-21,2020-07-22,"North","Barnard",30,17,17,64,47
"1549","Facility 63",2020-07-21,2020-07-22,"North","Barnard",5,6,7,18,63
"1550","Facility 63",2020-07-19,2020-07-22,"North","Barnard",5,7,10,22,63
"1551","Facility 63",2020-07-20,2020-07-22,"North","Barnard",6,5,5,16,63
"1552","Facility 63",2020-07-17,2020-07-22,"North","Barnard",0,0,0,0,63
"1553","Facility 63",2020-07-16,2020-07-22,"North","Barnard",4,4,1,9,63
"1554","Facility 63",2020-07-13,2020-07-22,"North","Barnard",4,2,9,15,63
"1555","Facility 63",2020-07-15,2020-07-22,"North","Barnard",5,6,13,24,63
"1556","Facility 63",2020-07-11,2020-07-22,"North","Barnard",8,16,8,32,63
"1557","Facility 63",2020-07-12,2020-07-22,"North","Barnard",8,7,8,23,63
"1558","Facility 63",2020-07-14,2020-07-22,"North","Barnard",9,11,18,38,63
"1559","Facility 63",2020-07-18,2020-07-22,"North","Barnard",14,10,12,36,63
"1560","Facility 30",2020-07-22,2020-07-22,"North","Bolo",7,17,54,78,30
"1561","Facility 10",2020-07-22,2020-07-22,"North","Bolo",0,17,18,35,10
"1562","Facility 14",2020-07-22,2020-07-22,"North","Dingo",10,9,8,27,14
"1563","Facility 46",2020-07-21,2020-07-22,"North","Dingo",4,0,5,9,46
"1564","Facility 4",2020-07-21,2020-07-22,"North","Bolo",3,4,25,32,4
"1565","Facility 54",2020-07-21,2020-07-22,"North","Barnard",19,8,26,53,54
"1566","Facility 51",2020-07-21,2020-07-22,"North","Spring",16,12,21,49,51
"1567","Facility 37",2020-07-21,2020-07-22,"North","Bolo",58,34,81,173,37
"1568","Facility 45",2020-07-21,2020-07-22,"North","Barnard",51,47,59,157,45
"1569","Facility 8",2020-07-21,2020-07-22,"North","Bolo",5,3,17,25,8
"1570","Facility 8",2020-07-20,2020-07-22,"North","Bolo",5,0,17,22,8
"1571","Facility 8",2020-07-19,2020-07-22,"North","Bolo",0,0,0,0,8
"1572","Facility 8",2020-07-18,2020-07-22,"North","Bolo",9,0,4,13,8
"1573","Facility 8",2020-07-17,2020-07-22,"North","Bolo",0,0,0,0,8
"1574","Facility 8",2020-07-16,2020-07-22,"North","Bolo",0,0,0,0,8
"1575","Facility 16",2020-07-21,2020-07-22,"North","Barnard",9,19,12,40,16
"1576","Facility 8",2020-07-15,2020-07-22,"North","Bolo",5,2,11,18,8
"1577","Facility 8",2020-07-14,2020-07-22,"North","Bolo",2,3,9,14,8
"1578","Facility 52",2020-07-21,2020-07-22,"North","Bolo",11,16,46,73,52
"1579","Facility 29",2020-07-21,2020-07-22,"North","Dingo",18,17,26,61,29
"1580","Facility 13",2020-07-21,2020-07-22,"North","Bolo",0,0,0,0,13
"1581","Facility 49",2020-07-21,2020-07-22,"North","Dingo",48,40,41,129,49
"1582","Facility 33",2020-07-21,2020-07-22,"North","Barnard",4,8,13,25,33
"1583","Facility 33",2020-07-20,2020-07-22,"North","Barnard",3,2,10,15,33
"1584","Facility 21",2020-07-22,2020-07-22,"North","Bolo",24,11,3,38,21
"1585","Facility 9",2020-07-21,2020-07-22,"North","Spring",34,16,31,81,9
"1586","Facility 2",2020-07-21,2020-07-22,"North","Bolo",20,20,40,80,2
"1587","Facility 2",2020-07-20,2020-07-22,"North","Bolo",20,20,34,74,2
"1588","Facility 2",2020-07-19,2020-07-22,"North","Bolo",15,36,31,82,2
"1589","Facility 12",2020-07-21,2020-07-22,"North","Dingo",69,31,59,159,12
"1590","Facility 53",2020-07-21,2020-07-22,"North","Bolo",7,3,7,17,53
"1591","Facility 15",2020-07-22,2020-07-22,"North","Barnard",13,21,21,55,15
"1592","Facility 55",2020-07-21,2020-07-22,"North","Bolo",23,6,35,64,55
"1593","Facility 3",2020-07-22,2020-07-22,"North","Dingo",8,1,13,22,3
"1594","Facility 24",2020-07-21,2020-07-22,"North","Bolo",24,15,58,97,24
"1595","Facility 57",2020-07-21,2020-07-22,"North","Barnard",13,5,26,44,57
"1596","Facility 42",2020-07-21,2020-07-22,"North","Dingo",22,10,16,48,42
"1597","Facility 18",2020-07-21,2020-07-22,"North","Bolo",4,0,5,9,18
"1598","Facility 41",2020-07-21,2020-07-22,"North","Barnard",19,9,41,69,41
"1599","Facility 48",2020-07-21,2020-07-22,"North","Dingo",5,6,17,28,48
"1600","Facility 40",2020-07-21,2020-07-22,"North","Barnard",15,2,1,18,40
"1601","Facility 26",2020-07-21,2020-07-22,"North","Bolo",5,3,6,14,26
"1602","Facility 61",2020-07-20,2020-07-21,"North","Barnard",9,1,5,15,61
"1603","Facility 22",2020-07-21,2020-07-21,"North","Bolo",10,3,3,16,22
"1604","Facility 36",2020-07-21,2020-07-21,"North","Dingo",0,0,0,0,36
"1605","Facility 36",2020-07-20,2020-07-21,"North","Dingo",0,0,0,0,36
"1606","Facility 36",2020-07-19,2020-07-21,"North","Dingo",10,6,11,27,36
"1607","Facility 36",2020-07-18,2020-07-21,"North","Dingo",12,19,8,39,36
"1608","Facility 51",2020-07-20,2020-07-21,"North","Spring",8,6,19,33,51
"1609","Facility 51",2020-07-19,2020-07-21,"North","Spring",24,3,28,55,51
"1610","Facility 1",2020-07-20,2020-07-21,"North","Spring",30,10,32,72,1
"1611","Facility 34",2020-07-21,2020-07-21,"North","Dingo",13,6,10,29,34
"1612","Facility 35",2020-07-20,2020-07-21,"North","Spring",104,41,140,285,35
"1613","Facility 64",2020-07-20,2020-07-21,"North","Dingo",15,1,0,16,64
"1614","Facility 64",2020-07-19,2020-07-21,"North","Dingo",10,9,0,19,64
"1615","Facility 64",2020-07-18,2020-07-21,"North","Dingo",7,1,0,8,64
"1616","Facility 64",2020-07-17,2020-07-21,"North","Dingo",0,0,0,0,64
"1617","Facility 64",2020-07-15,2020-07-21,"North","Dingo",7,4,0,11,64
"1618","Facility 64",2020-07-14,2020-07-21,"North","Dingo",0,0,0,0,64
"1619","Facility 64",2020-07-13,2020-07-21,"North","Dingo",0,0,8,8,64
"1620","Facility 64",2020-07-16,2020-07-21,"North","Dingo",5,1,0,6,64
"1621","Facility 37",2020-07-20,2020-07-21,"North","Bolo",77,6,33,116,37
"1622","Facility 19",2020-07-20,2020-07-21,"North","Bolo",6,3,21,30,19
"1623","Facility 38",2020-07-21,2020-07-21,"North","Bolo",5,12,13,30,38
"1624","Facility 52",2020-07-20,2020-07-21,"North","Bolo",12,21,44,77,52
"1625","Facility 30",2020-07-21,2020-07-21,"North","Bolo",8,4,24,36,30
"1626","Facility 14",2020-07-21,2020-07-21,"North","Dingo",9,5,8,22,14
"1627","Facility 10",2020-07-21,2020-07-21,"North","Bolo",0,9,15,24,10
"1628","Facility 5",2020-07-20,2020-07-21,"North","Bolo",25,18,32,75,5
"1629","Facility 5",2020-07-19,2020-07-21,"North","Bolo",21,18,32,71,5
"1630","Facility 5",2020-07-18,2020-07-21,"North","Bolo",31,15,19,65,5
"1631","Facility 1",2020-07-02,2020-07-13,"North","Spring",53,14,12,79,1
"1632","Facility 1",2020-07-01,2020-07-13,"North","Spring",0,2,3,5,1
"1633","Facility 21",2020-07-13,2020-07-13,"North","Bolo",16,12,22,50,21
"1634","Facility 1",2020-06-30,2020-07-13,"North","Spring",0,0,0,0,1
"1635","Facility 1",2020-06-29,2020-07-13,"North","Spring",1,0,0,1,1
"1636","Facility 1",2020-06-28,2020-07-13,"North","Spring",0,0,0,0,1
"1637","Facility 29",2020-07-12,2020-07-13,"North","Dingo",28,26,35,89,29
"1638","Facility 26",2020-07-12,2020-07-13,"North","Bolo",4,4,11,19,26
"1639","Facility 49",2020-07-12,2020-07-13,"North","Dingo",40,27,14,81,49
"1640","Facility 64",2020-07-12,2020-07-13,"North","Dingo",9,7,17,33,64
"1641","Facility 12",2020-07-12,2020-07-13,"North","Dingo",60,49,99,208,12
"1642","Facility 51",2020-07-12,2020-07-13,"North","Spring",31,12,29,72,51
"1643","Facility 8",2020-07-12,2020-07-13,"North","Bolo",0,1,10,11,8
"1644","Facility 13",2020-07-12,2020-07-13,"North","Bolo",0,0,0,0,13
"1645","Facility 24",2020-07-12,2020-07-13,"North","Bolo",8,8,45,61,24
"1646","Facility 9",2020-07-12,2020-07-13,"North","Spring",53,33,48,134,9
"1647","Facility 2",2020-07-12,2020-07-13,"North","Bolo",38,31,62,131,2
"1648","Facility 41",2020-07-11,2020-07-13,"North","Barnard",11,5,41,57,41
"1649","Facility 41",2020-07-12,2020-07-13,"North","Barnard",20,12,39,71,41
"1650","Facility 42",2020-07-12,2020-07-13,"North","Dingo",26,13,32,71,42
"1651","Facility 3",2020-07-13,2020-07-13,"North","Dingo",9,7,12,28,3
"1652","Facility 55",2020-07-12,2020-07-13,"North","Bolo",25,5,43,73,55
"1653","Facility 42",2020-07-11,2020-07-13,"North","Dingo",25,23,53,101,42
"1654","Facility 23",2020-07-12,2020-07-13,"North","Dingo",7,15,13,35,23
"1655","Facility 60",2020-07-12,2020-07-13,"North","Bolo",12,6,17,35,60
"1656","Facility 48",2020-07-12,2020-07-13,"North","Dingo",6,5,19,30,48
"1657","Facility 48",2020-07-11,2020-07-13,"North","Dingo",11,19,21,51,48
"1658","Facility 15",2020-07-03,2020-07-12,"North","Barnard",NA,NA,NA,NA,15
"1659","Facility 23",2020-07-11,2020-07-12,"North","Dingo",19,14,15,48,23
"1660","Facility 38",2020-07-11,2020-07-12,"North","Bolo",8,10,15,33,38
"1661","Facility 25",2020-07-11,2020-07-12,"North","Bolo",0,3,5,8,25
"1662","Facility 22",2020-06-28,2020-07-12,"North","Bolo",17,2,12,31,22
"1663","Facility 22",2020-07-11,2020-07-12,"North","Bolo",10,8,27,45,22
"1664","Facility 64",2020-07-11,2020-07-12,"North","Dingo",9,9,30,48,64
"1665","Facility 3",2020-07-12,2020-07-12,"North","Dingo",21,13,25,59,3
"1666","Facility 64",2020-07-10,2020-07-12,"North","Dingo",0,0,0,0,64
"1667","Facility 64",2020-07-09,2020-07-12,"North","Dingo",7,1,34,42,64
"1668","Facility 31",2020-07-11,2020-07-12,"North","Dingo",5,11,3,19,31
"1669","Facility 64",2020-07-08,2020-07-12,"North","Dingo",12,8,10,30,64
"1670","Facility 18",2020-07-11,2020-07-12,"North","Bolo",4,5,12,21,18
"1671","Facility 18",2020-07-09,2020-07-12,"North","Bolo",0,0,0,0,18
"1672","Facility 64",2020-07-07,2020-07-12,"North","Dingo",11,10,14,35,64
"1673","Facility 64",2020-07-05,2020-07-12,"North","Dingo",0,0,16,16,64
"1674","Facility 27",2020-07-11,2020-07-12,"North","Spring",22,16,17,55,27
"1675","Facility 26",2020-07-11,2020-07-12,"North","Bolo",10,3,8,21,26
"1676","Facility 11",2020-07-11,2020-07-12,"North","Spring",96,34,35,165,11
"1677","Facility 64",2020-07-04,2020-07-12,"North","Dingo",12,8,0,20,64
"1678","Facility 64",2020-07-03,2020-07-12,"North","Dingo",15,6,36,57,64
"1679","Facility 11",2020-07-10,2020-07-12,"North","Spring",2,1,0,3,11
"1680","Facility 11",2020-07-10,2020-07-12,"North","Spring",2,1,0,3,11
"1681","Facility 64",2020-07-02,2020-07-12,"North","Dingo",12,0,19,31,64
"1682","Facility 64",2020-07-01,2020-07-12,"North","Dingo",18,5,17,40,64
"1683","Facility 64",2020-06-30,2020-07-12,"North","Dingo",26,1,17,44,64
"1684","Facility 64",2020-06-29,2020-07-12,"North","Dingo",2,0,1,3,64
"1685","Facility 34",2020-07-11,2020-07-11,"North","Dingo",13,12,22,47,34
"1686","Facility 39",2020-07-10,2020-07-11,"North","Spring",8,5,4,17,39
"1687","Facility 5",2020-07-10,2020-07-11,"North","Bolo",0,0,0,0,5
"1688","Facility 19",2020-07-10,2020-07-11,"North","Bolo",5,28,21,54,19
"1689","Facility 35",2020-07-10,2020-07-11,"North","Spring",43,34,51,128,35
"1690","Facility 32",2020-07-09,2020-07-11,"North","Spring",45,49,43,137,32
"1691","Facility 35",2020-07-09,2020-07-11,"North","Spring",126,86,119,331,35
"1692","Facility 32",2020-07-07,2020-07-11,"North","Spring",39,54,47,140,32
"1693","Facility 29",2020-07-10,2020-07-11,"North","Dingo",0,0,0,0,29
"1694","Facility 29",2020-07-09,2020-07-11,"North","Dingo",0,0,0,0,29
"1695","Facility 7",2020-07-10,2020-07-11,"North","Spring",0,0,0,0,7
"1696","Facility 7",2020-07-09,2020-07-11,"North","Spring",3,5,5,13,7
"1697","Facility 7",2020-07-08,2020-07-11,"North","Spring",31,21,31,83,7
"1698","Facility 46",2020-07-11,2020-07-11,"North","Dingo",8,1,15,24,46
"1699","Facility 36",2020-07-11,2020-07-11,"North","Dingo",14,12,18,44,36
"1700","Facility 36",2020-07-10,2020-07-11,"North","Dingo",0,0,0,0,36
"1701","Facility 37",2020-07-10,2020-07-11,"North","Bolo",3,0,84,87,37
"1702","Facility 50",2020-07-10,2020-07-11,"North","Spring",9,3,6,18,50
"1703","Facility 50",2020-07-09,2020-07-11,"North","Spring",64,29,35,128,50
"1704","Facility 50",2020-07-08,2020-07-11,"North","Spring",99,46,42,187,50
"1705","Facility 37",2020-07-09,2020-07-11,"North","Bolo",13,9,30,52,37
"1706","Facility 37",2020-07-09,2020-07-11,"North","Bolo",13,9,30,52,37
"1707","Facility 37",2020-07-08,2020-07-11,"North","Bolo",9,2,10,21,37
"1708","Facility 5",2020-07-11,2020-07-11,"North","Bolo",20,19,13,52,5
"1709","Facility 5",2020-07-09,2020-07-11,"North","Bolo",5,3,14,22,5
"1710","Facility 10",2020-07-11,2020-07-11,"North","Bolo",0,19,20,39,10
"1711","Facility 10",2020-07-10,2020-07-11,"North","Bolo",0,1,2,3,10
"1712","Facility 10",2020-07-09,2020-07-11,"North","Bolo",0,8,4,12,10
"1713","Facility 25",2020-07-10,2020-07-11,"North","Bolo",0,0,0,0,25
"1714","Facility 25",2020-07-09,2020-07-11,"North","Bolo",0,0,0,0,25
"1715","Facility 25",2020-07-08,2020-07-11,"North","Bolo",6,0,5,11,25
"1716","Facility 19",2020-07-09,2020-07-11,"North","Bolo",6,34,27,67,19
"1717","Facility 31",2020-07-10,2020-07-11,"North","Dingo",0,0,0,0,31
"1718","Facility 31",2020-07-09,2020-07-11,"North","Dingo",0,0,0,0,31
"1719","Facility 31",2020-07-08,2020-07-11,"North","Dingo",18,11,9,38,31
"1720","Facility 30",2020-07-11,2020-07-11,"North","Bolo",19,22,27,68,30
"1721","Facility 30",2020-07-10,2020-07-11,"North","Bolo",12,24,31,67,30
"1722","Facility 4",2020-07-10,2020-07-11,"North","Bolo",0,0,0,0,4
"1723","Facility 4",2020-07-09,2020-07-11,"North","Bolo",14,0,9,23,4
"1724","Facility 52",2020-07-10,2020-07-11,"North","Bolo",23,20,37,80,52
"1725","Facility 52",2020-07-09,2020-07-11,"North","Bolo",12,10,33,55,52
"1726","Facility 52",2020-07-08,2020-07-11,"North","Bolo",9,24,43,76,52
"1727","Facility 21",2020-07-11,2020-07-11,"North","Bolo",24,13,5,42,21
"1728","Facility 12",2020-07-10,2020-07-11,"North","Dingo",60,50,89,199,12
"1729","Facility 12",2020-07-09,2020-07-10,"North","Dingo",35,52,30,117,12
"1730","Facility 46",2020-07-10,2020-07-11,"North","Dingo",0,0,0,0,46
"1731","Facility 46",2020-07-09,2020-07-11,"North","Dingo",0,0,0,0,46
"1732","Facility 13",2020-07-10,2020-07-11,"North","Bolo",0,0,0,0,13
"1733","Facility 13",2020-07-09,2020-07-11,"North","Bolo",0,0,0,0,13
"1734","Facility 51",2020-07-09,2020-07-11,"North","Spring",0,0,2,2,51
"1735","Facility 42",2020-07-09,2020-07-11,"North","Dingo",24,8,36,68,42
"1736","Facility 23",2020-07-10,2020-07-11,"North","Dingo",0,0,0,0,23
"1737","Facility 23",2020-07-09,2020-07-11,"North","Dingo",0,0,0,0,23
"1738","Facility 23",2020-07-08,2020-07-11,"North","Dingo",7,5,10,22,23
"1739","Facility 27",2020-07-10,2020-07-11,"North","Spring",0,0,0,0,27
"1740","Facility 55",2020-07-10,2020-07-11,"North","Bolo",7,5,18,30,55
"1741","Facility 27",2020-07-09,2020-07-11,"North","Spring",0,0,0,0,27
"1742","Facility 55",2020-07-09,2020-07-11,"North","Bolo",10,7,35,52,55
"1743","Facility 15",2020-07-10,2020-07-11,"North","Barnard",NA,NA,NA,NA,15
"1744","Facility 24",2020-07-10,2020-07-11,"North","Bolo",35,25,60,120,24
"1745","Facility 22",2020-07-09,2020-07-11,"North","Bolo",1,1,2,4,22
"1746","Facility 55",2020-07-08,2020-07-11,"North","Bolo",6,0,16,22,55
"1747","Facility 26",2020-07-10,2020-07-11,"North","Bolo",0,0,0,0,26
"1748","Facility 3",2020-07-11,2020-07-11,"North","Dingo",0,0,0,0,3
"1749","Facility 34",2020-07-10,2020-07-10,"North","Dingo",0,0,0,0,34
"1750","Facility 34",2020-07-09,2020-07-10,"North","Dingo",0,0,0,0,34
"1751","Facility 58",2020-07-07,2020-07-10,"North","Spring",0,25,25,50,58
"1752","Facility 58",2020-07-06,2020-07-10,"North","Spring",7,9,13,29,58
"1753","Facility 58",2020-07-05,2020-07-10,"North","Spring",16,13,9,38,58
"1754","Facility 14",2020-07-09,2020-07-10,"North","Dingo",0,0,0,0,14
"1755","Facility 14",2020-07-06,2020-07-10,"North","Dingo",6,10,20,36,14
"1756","Facility 14",2020-07-08,2020-07-10,"North","Dingo",21,12,22,55,14
"1757","Facility 14",2020-07-07,2020-07-10,"North","Dingo",10,9,19,38,14
"1758","Facility 32",2020-07-10,2020-07-10,"North","Spring",0,0,0,0,32
"1759","Facility 18",2020-07-10,2020-07-10,"North","Bolo",0,0,0,0,18
"1760","Facility 3",2020-07-10,2020-07-10,"North","Dingo",0,0,0,0,3
"1761","Facility 26",2020-07-09,2020-07-10,"North","Bolo",0,0,0,0,26
"1762","Facility 21",2020-07-10,2020-07-10,"North","Bolo",15,8,4,27,21
"1763","Facility 39",2020-07-09,2020-07-10,"North","Spring",29,18,30,77,39
"1764","Facility 39",2020-07-08,2020-07-10,"North","Spring",17,25,29,71,39
"1765","Facility 39",2020-07-07,2020-07-10,"North","Spring",12,19,15,46,39
"1766","Facility 39",2020-07-06,2020-07-10,"North","Spring",25,17,21,63,39
"1767","Facility 11",2020-07-09,2020-07-10,"North","Spring",50,34,38,122,11
"1768","Facility 39",2020-07-05,2020-07-10,"North","Spring",34,21,27,82,39
"1769","Facility 39",2020-07-04,2020-07-10,"North","Spring",35,15,21,71,39
